App;RED;Type;Latitud;Longitud;Fecha Hora Inicio;Fecha Hora Fin;Estado;Causa de falla;Tamanio de archivo (MB)
FB;MOBILE;Envio de video;-17.3667186;-66.1660051;2025-06-23 13:53:26;2025-06-23 13:53:30;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.3687968;-66.1640501;2025-06-23 13:53:33;2025-06-23 13:53:40;exitoso;;1.27 MB
FB;MOBILE;Carga feed;-17.3687968;-66.1640501;2025-06-23 13:53:47;2025-06-23 13:53:48;exitoso;;
FB;MOBILE;Publicar historia;-17.3687968;-66.1640501;2025-06-23 13:54:08;2025-06-23 13:54:13;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3687968;-66.1640501;2025-06-23 13:54:14;2025-06-23 13:54:29;exitoso;;
FB;MOBILE;Envio de mensaje;-17.3671533;-66.1627804;2025-06-23 13:54:46;2025-06-23 13:54:51;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.3671533;-66.1627804;2025-06-23 13:54:54;2025-06-23 13:55:00;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.3671533;-66.1627804;2025-06-23 13:55:05;2025-06-23 13:55:09;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.3671533;-66.1627804;2025-06-23 13:55:12;2025-06-23 13:55:19;exitoso;;1.27 MB
FB;MOBILE;Carga feed;-17.3671533;-66.1627804;2025-06-23 13:55:26;2025-06-23 13:55:27;exitoso;;
FB;MOBILE;Publicar historia;-17.3684477;-66.160264;2025-06-23 13:55:46;2025-06-23 13:55:51;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3684477;-66.160264;2025-06-23 13:55:52;2025-06-23 13:56:06;exitoso;;
FB;MOBILE;Envio de mensaje;-17.3684477;-66.160264;2025-06-23 13:56:25;2025-06-23 13:56:30;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.3693729;-66.1579313;2025-06-23 13:56:33;2025-06-23 13:56:40;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.3693729;-66.1579313;2025-06-23 13:56:45;2025-06-23 13:56:49;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.3693729;-66.1579313;2025-06-23 13:56:53;2025-06-23 13:57:04;fallido;Time Out;0 MB
FB;MOBILE;Carga feed;-17.3693729;-66.1579313;2025-06-23 13:57:12;2025-06-23 13:57:14;exitoso;;
FB;MOBILE;Publicar historia;-17.3695478;-66.1565699;2025-06-23 13:57:32;2025-06-23 13:57:36;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3695478;-66.1565699;2025-06-23 13:57:37;2025-06-23 13:57:53;exitoso;;
FB;MOBILE;Envio de mensaje;-17.3695478;-66.1565699;2025-06-23 13:58:11;2025-06-23 13:58:16;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.3695478;-66.1565699;2025-06-23 13:58:19;2025-06-23 13:58:25;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.3695478;-66.1565699;2025-06-23 13:58:30;2025-06-23 13:58:34;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.3705102;-66.1534936;2025-06-23 13:58:38;2025-06-23 13:58:44;exitoso;;1.27 MB
FB;MOBILE;Carga feed;-17.3705102;-66.1534936;2025-06-23 13:58:51;2025-06-23 13:58:52;exitoso;;
FB;MOBILE;Publicar historia;-17.3705102;-66.1534936;2025-06-23 13:59:07;2025-06-23 13:59:12;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3705102;-66.1534936;2025-06-23 13:59:13;2025-06-23 13:59:30;exitoso;;
FB;MOBILE;Envio de mensaje;-17.3683134;-66.1644842;2025-06-23 13:59:47;2025-06-23 13:59:53;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.3683134;-66.1644842;2025-06-23 13:59:56;2025-06-23 14:00:02;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.3683134;-66.1644842;2025-06-23 14:00:07;2025-06-23 14:00:11;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.3683134;-66.1644842;2025-06-23 14:00:14;2025-06-23 14:00:20;exitoso;;1.27 MB
FB;MOBILE;Carga feed;-17.3683134;-66.1644842;2025-06-23 14:00:27;2025-06-23 14:00:28;exitoso;;
FB;MOBILE;Publicar historia;-17.3725795;-66.1495981;2025-06-23 14:00:46;2025-06-23 14:00:51;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3725795;-66.1495981;2025-06-23 14:00:52;2025-06-23 14:01:09;exitoso;;
FB;MOBILE;Envio de mensaje;-17.3725795;-66.1495981;2025-06-23 14:01:27;2025-06-23 14:01:32;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.3764819;-66.1500054;2025-06-23 14:01:35;2025-06-23 14:01:41;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.3764819;-66.1500054;2025-06-23 14:01:46;2025-06-23 14:01:50;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.3764819;-66.1500054;2025-06-23 14:01:54;2025-06-23 14:02:02;exitoso;;1.27 MB
FB;MOBILE;Carga feed;-17.3764819;-66.1500054;2025-06-23 14:02:08;2025-06-23 14:02:09;exitoso;;
FB;MOBILE;Publicar historia;-17.3764819;-66.1500054;2025-06-23 14:02:26;2025-06-23 14:02:29;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3764819;-66.1500054;2025-06-23 14:02:30;2025-06-23 14:02:47;exitoso;;
FB;MOBILE;Envio de mensaje;-17.3792315;-66.1515258;2025-06-23 14:03:05;2025-06-23 14:03:10;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.3792315;-66.1515258;2025-06-23 14:03:12;2025-06-23 14:03:19;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.3792315;-66.1515258;2025-06-23 14:03:24;2025-06-23 14:03:28;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.3800864;-66.1563886;2025-06-23 14:03:32;2025-06-23 14:03:39;exitoso;;1.27 MB
FB;MOBILE;Carga feed;-17.3800864;-66.1563886;2025-06-23 14:03:47;2025-06-23 14:03:47;exitoso;;
FB;MOBILE;Publicar historia;-17.3800864;-66.1563886;2025-06-23 14:04:06;2025-06-23 14:04:13;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3800864;-66.1563886;2025-06-23 14:04:14;2025-06-23 14:04:31;exitoso;;
FB;MOBILE;Carga feed;-17.3781323;-66.1570735;2025-06-23 14:05:44;2025-06-23 14:05:44;exitoso;;
FB;MOBILE;Publicar historia;-17.3781323;-66.1570735;2025-06-23 14:06:02;2025-06-23 14:06:07;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3781323;-66.1570735;2025-06-23 14:06:08;2025-06-23 14:06:24;exitoso;;
FB;MOBILE;Envio de mensaje;-17.3779229;-66.1588601;2025-06-23 14:06:41;2025-06-23 14:06:44;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.3779229;-66.1588601;2025-06-23 14:06:46;2025-06-23 14:06:52;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.3779229;-66.1588601;2025-06-23 14:06:57;2025-06-23 14:07:01;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.3779229;-66.1588601;2025-06-23 14:07:04;2025-06-23 14:07:11;exitoso;;1.27 MB
FB;MOBILE;Carga feed;-17.3779229;-66.1588601;2025-06-23 14:07:19;2025-06-23 14:07:19;exitoso;;
FB;MOBILE;Publicar historia;-17.3778915;-66.1603909;2025-06-23 14:07:35;2025-06-23 14:07:40;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3778915;-66.1603909;2025-06-23 14:07:41;2025-06-23 14:07:57;exitoso;;
FB;MOBILE;Envio de mensaje;-17.3778915;-66.1603909;2025-06-23 14:08:12;2025-06-23 14:08:16;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.3778915;-66.1603909;2025-06-23 14:08:18;2025-06-23 14:08:26;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.3799732;-66.1572919;2025-06-23 14:08:31;2025-06-23 14:08:35;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.3799732;-66.1572919;2025-06-23 14:08:38;2025-06-23 14:08:46;exitoso;;1.27 MB
FB;MOBILE;Carga feed;-17.3799732;-66.1572919;2025-06-23 14:08:53;2025-06-23 14:08:53;exitoso;;
FB;MOBILE;Publicar historia;-17.3799732;-66.1572919;2025-06-23 14:09:09;2025-06-23 14:09:13;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3799732;-66.1572919;2025-06-23 14:09:14;2025-06-23 14:09:31;exitoso;;
FB;MOBILE;Envio de mensaje;-17.3781693;-66.1673997;2025-06-23 14:09:50;2025-06-23 14:09:55;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.3781693;-66.1673997;2025-06-23 14:09:58;2025-06-23 14:10:04;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.3781693;-66.1673997;2025-06-23 14:10:09;2025-06-23 14:10:13;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.3781693;-66.1673997;2025-06-23 14:10:16;2025-06-23 14:10:23;exitoso;;1.27 MB
FB;MOBILE;Carga feed;-17.3781693;-66.1673997;2025-06-23 14:10:30;2025-06-23 14:10:30;exitoso;;
FB;MOBILE;Publicar historia;-17.3762255;-66.1715973;2025-06-23 14:10:49;2025-06-23 14:10:53;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3762255;-66.1715973;2025-06-23 14:10:54;2025-06-23 14:11:11;exitoso;;
FB;MOBILE;Envio de mensaje;-17.3762255;-66.1715973;2025-06-23 14:11:29;2025-06-23 14:11:34;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.376607;-66.1748216;2025-06-23 14:11:36;2025-06-23 14:11:45;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.376607;-66.1748216;2025-06-23 14:11:50;2025-06-23 14:11:54;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.376607;-66.1748216;2025-06-23 14:11:57;2025-06-23 14:12:06;exitoso;;1.27 MB
FB;MOBILE;Carga feed;-17.376607;-66.1748216;2025-06-23 14:12:15;2025-06-23 14:12:16;exitoso;;
FB;MOBILE;Publicar historia;-17.376607;-66.1748216;2025-06-23 14:12:32;2025-06-23 14:12:42;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3760955;-66.1777005;2025-06-23 14:12:43;2025-06-23 14:12:59;exitoso;;
FB;MOBILE;Envio de mensaje;-17.3760955;-66.1777005;2025-06-23 14:13:16;2025-06-23 14:13:22;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.3760955;-66.1777005;2025-06-23 14:13:24;2025-06-23 14:13:31;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.3741919;-66.1805519;2025-06-23 14:13:36;2025-06-23 14:13:40;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.3741919;-66.1805519;2025-06-23 14:13:44;2025-06-23 14:13:54;fallido;Time Out;0 MB
FB;MOBILE;Carga feed;-17.3741919;-66.1805519;2025-06-23 14:14:01;2025-06-23 14:14:02;exitoso;;
FB;MOBILE;Carga feed;-17.3741919;-66.1805519;2025-06-23 14:14:22;2025-06-23 14:14:26;fallido;Elemento no encontrado;
FB;MOBILE;Publicar historia;-17.3715023;-66.1790271;2025-06-23 14:14:45;2025-06-23 14:14:50;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3715023;-66.1790271;2025-06-23 14:14:51;2025-06-23 14:15:06;fallido;TimeOut;
FB;MOBILE;Envio de mensaje;-17.3715023;-66.1790271;2025-06-23 14:15:23;2025-06-23 14:15:29;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.3715023;-66.1790271;2025-06-23 14:15:31;2025-06-23 14:15:38;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.3716586;-66.1760088;2025-06-23 14:15:43;2025-06-23 14:15:47;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.3716586;-66.1760088;2025-06-23 14:15:51;2025-06-23 14:15:57;exitoso;;1.27 MB
FB;MOBILE;Carga feed;-17.3716586;-66.1760088;2025-06-23 14:16:04;2025-06-23 14:16:05;exitoso;;
FB;MOBILE;Publicar historia;-17.3716586;-66.1760088;2025-06-23 14:16:21;2025-06-23 14:16:26;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3716586;-66.1760088;2025-06-23 14:16:27;2025-06-23 14:16:45;exitoso;;
FB;MOBILE;Envio de mensaje;-17.3718783;-66.1724205;2025-06-23 14:17:04;2025-06-23 14:17:07;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.3718783;-66.1724205;2025-06-23 14:17:10;2025-06-23 14:17:16;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.3718783;-66.1724205;2025-06-23 14:17:21;2025-06-23 14:17:25;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.3718783;-66.1724205;2025-06-23 14:17:29;2025-06-23 14:17:37;exitoso;;1.27 MB
FB;MOBILE;Carga feed;-17.3723659;-66.1679291;2025-06-23 14:17:44;2025-06-23 14:17:44;exitoso;;
FB;MOBILE;Publicar historia;-17.3723659;-66.1679291;2025-06-23 14:18:04;2025-06-23 14:18:08;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3723659;-66.1679291;2025-06-23 14:18:09;2025-06-23 14:18:24;exitoso;;
FB;MOBILE;Envio de mensaje;-17.3722277;-66.1667417;2025-06-23 14:18:42;2025-06-23 14:18:47;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.3722277;-66.1667417;2025-06-23 14:18:50;2025-06-23 14:18:56;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.3722277;-66.1667417;2025-06-23 14:19:01;2025-06-23 14:19:05;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.3722277;-66.1667417;2025-06-23 14:19:08;2025-06-23 14:19:17;exitoso;;1.27 MB
FB;MOBILE;Carga feed;-17.3722277;-66.1667417;2025-06-23 14:19:24;2025-06-23 14:19:24;exitoso;;
FB;MOBILE;Publicar historia;-17.3723525;-66.1641665;2025-06-23 14:19:40;2025-06-23 14:19:45;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3723525;-66.1641665;2025-06-23 14:19:46;2025-06-23 14:20:02;exitoso;;
FB;MOBILE;Envio de mensaje;-17.3723525;-66.1641665;2025-06-23 14:20:20;2025-06-23 14:20:26;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.3723525;-66.1641665;2025-06-23 14:20:28;2025-06-23 14:20:34;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.3725915;-66.1628701;2025-06-23 14:20:40;2025-06-23 14:20:44;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.3725915;-66.1628701;2025-06-23 14:20:47;2025-06-23 14:20:55;exitoso;;1.27 MB
FB;MOBILE;Carga feed;-17.3725915;-66.1628701;2025-06-23 14:21:02;2025-06-23 14:21:03;exitoso;;
FB;MOBILE;Publicar historia;-17.3725915;-66.1628701;2025-06-23 14:21:18;2025-06-23 14:21:23;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3725915;-66.1628701;2025-06-23 14:21:24;2025-06-23 14:21:41;exitoso;;
FB;MOBILE;Envio de mensaje;-17.3727783;-66.1599681;2025-06-23 14:21:57;2025-06-23 14:22:02;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.3727783;-66.1599681;2025-06-23 14:22:05;2025-06-23 14:22:11;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.3727783;-66.1599681;2025-06-23 14:22:17;2025-06-23 14:22:21;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.3727783;-66.1599681;2025-06-23 14:22:24;2025-06-23 14:22:32;exitoso;;1.27 MB
FB;MOBILE;Carga feed;-17.3732675;-66.1569645;2025-06-23 14:22:39;2025-06-23 14:22:40;exitoso;;
FB;MOBILE;Publicar historia;-17.3732675;-66.1569645;2025-06-23 14:22:57;2025-06-23 14:23:00;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3732675;-66.1569645;2025-06-23 14:23:01;2025-06-23 14:23:16;exitoso;;
FB;MOBILE;Envio de mensaje;-17.3749079;-66.1577267;2025-06-23 14:23:33;2025-06-23 14:23:39;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.3749079;-66.1577267;2025-06-23 14:23:42;2025-06-23 14:23:49;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.3749079;-66.1577267;2025-06-23 14:23:54;2025-06-23 14:23:58;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.3749079;-66.1577267;2025-06-23 14:24:01;2025-06-23 14:24:12;fallido;Time Out;0 MB
FB;MOBILE;Carga feed;-17.3749079;-66.1577267;2025-06-23 14:24:19;2025-06-23 14:24:20;exitoso;;
FB;MOBILE;Publicar historia;-17.373705;-66.158997;2025-06-23 14:24:36;2025-06-23 14:24:41;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.373705;-66.158997;2025-06-23 14:24:42;2025-06-23 14:24:56;exitoso;;
FB;MOBILE;Envio de mensaje;-17.373705;-66.158997;2025-06-23 14:25:14;2025-06-23 14:25:20;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.373705;-66.158997;2025-06-23 14:25:23;2025-06-23 14:25:32;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.3699893;-66.1587126;2025-06-23 14:25:38;2025-06-23 14:25:41;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.3699893;-66.1587126;2025-06-23 14:25:45;2025-06-23 14:25:52;exitoso;;1.27 MB
FB;MOBILE;Carga feed;-17.3699893;-66.1587126;2025-06-23 14:26:00;2025-06-23 14:26:00;exitoso;;
FB;MOBILE;Publicar historia;-17.3699893;-66.1587126;2025-06-23 14:26:18;2025-06-23 14:26:23;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3699893;-66.1587126;2025-06-23 14:26:24;2025-06-23 14:26:41;exitoso;;
FB;MOBILE;Envio de mensaje;-17.3677162;-66.1576699;2025-06-23 14:26:56;2025-06-23 14:27:02;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.3677162;-66.1576699;2025-06-23 14:27:05;2025-06-23 14:27:11;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.3677162;-66.1576699;2025-06-23 14:27:16;2025-06-23 14:27:20;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.3677162;-66.1576699;2025-06-23 14:27:23;2025-06-23 14:27:31;exitoso;;1.27 MB
FB;MOBILE;Carga feed;-17.3644242;-66.1562195;2025-06-23 14:27:38;2025-06-23 14:27:38;exitoso;;
FB;MOBILE;Publicar historia;-17.3644242;-66.1562195;2025-06-23 14:27:54;2025-06-23 14:27:59;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3644242;-66.1562195;2025-06-23 14:28:02;2025-06-23 14:28:16;exitoso;;
FB;MOBILE;Envio de mensaje;-17.3630651;-66.1549546;2025-06-23 14:28:34;2025-06-23 14:28:39;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.3630651;-66.1549546;2025-06-23 14:28:41;2025-06-23 14:28:48;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.3630651;-66.1549546;2025-06-23 14:28:53;2025-06-23 14:28:57;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.3630651;-66.1549546;2025-06-23 14:29:01;2025-06-23 14:29:09;exitoso;;1.27 MB
FB;MOBILE;Carga feed;-17.3630651;-66.1549546;2025-06-23 14:29:16;2025-06-23 14:29:17;exitoso;;
FB;MOBILE;Publicar historia;-17.3648295;-66.153688;2025-06-23 14:29:36;2025-06-23 14:29:39;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.3648295;-66.153688;2025-06-23 14:29:40;2025-06-23 14:29:58;exitoso;;
FB;MOBILE;Envio de mensaje;-17.3648295;-66.153688;2025-06-23 14:30:15;2025-06-23 14:30:18;exitoso;;4 caracteres
FB;MOBILE;Envio de foto;-17.3648295;-66.153688;2025-06-23 14:30:21;2025-06-23 14:30:27;exitoso;;0 MB
FB;MOBILE;Envio de video;-17.365248;-66.1529551;2025-06-23 14:30:33;2025-06-23 14:30:37;exitoso;;0 MB
FB;MOBILE;Envio de documento;-17.365248;-66.1529551;2025-06-23 14:30:40;2025-06-23 14:30:47;exitoso;;1.27 MB
FB;MOBILE;Carga feed;-17.365248;-66.1529551;2025-06-23 14:30:54;2025-06-23 14:30:55;exitoso;;
FB;MOBILE;Publicar historia;-17.365248;-66.1529551;2025-06-23 14:31:08;2025-06-23 14:31:14;exitoso;;2 MB
FB;MOBILE;Reproduccion video corto;-17.365248;-66.1529551;2025-06-23 14:31:15;2025-06-23 14:31:33;exitoso;;
FB;MOBILE;Envio de mensaje;-17.366822;-66.1528763;2025-06-23 14:31:51;2025-06-23 14:31:56;exitoso;;4 caracteres
