App,Red,Tipo de test,Latitud,Longitud,Fecha_Hora_Inicio,Fecha_Hora_Fin,Estado,Causa de falla,Tamaño archivo
Instagram,MOBILE,Publicacion,-17.3693742,-66.1648729,2025-06-23 13:50:15.571,2025-06-23 13:50:22.273,OK,,Desconocido
Instagram,MOBILE,Re_Video,-17.3682832,-66.1661611,2025-06-23 13:50:33.733,2025-06-23 13:50:50.917,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.3682832,-66.1661611,2025-06-23 13:51:01.321,2025-06-23 13:51:03.613,OK,,15C
Instagram,MOBILE,Ms_Foto,-17.3682832,-66.1661611,2025-06-23 13:51:10.076,2025-06-23 13:51:12.977,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.3682832,-66.1661611,2025-06-23 13:51:19.320,2025-06-23 13:51:52.421,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.366567,-66.1678326,2025-06-23 13:52:15.642,2025-06-23 13:52:16.799,OK,,
Instagram,MOBILE,Publicacion,-17.3663319,-66.1664408,2025-06-23 13:52:34.035,2025-06-23 13:52:39.501,OK,,Desconocido
Instagram,MOBILE,Re_Video,-17.3663319,-66.1664408,2025-06-23 13:53:02.383,2025-06-23 13:53:18.787,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.3688556,-66.1636816,2025-06-23 13:53:28.148,2025-06-23 13:53:30.492,OK,,15C
Instagram,MOBILE,Ms_Foto,-17.3688556,-66.1636816,2025-06-23 13:53:36.762,2025-06-23 13:53:39.663,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.3688556,-66.1636816,2025-06-23 13:53:46.873,2025-06-23 13:54:29.029,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.3667102,-66.1630517,2025-06-23 13:54:49.668,2025-06-23 13:54:50.789,OK,,
Instagram,MOBILE,Publicacion,-17.3667102,-66.1630517,2025-06-23 13:55:08.029,2025-06-23 13:55:19.776,OK,,Desconocido
Instagram,MOBILE,Re_Video,-17.3677409,-66.160466,2025-06-23 13:55:26.670,2025-06-23 13:55:43.684,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.3677409,-66.160466,2025-06-23 13:55:54.013,2025-06-23 13:55:56.402,OK,,15C
Instagram,MOBILE,Ms_Foto,-17.3677409,-66.160466,2025-06-23 13:56:03.135,2025-06-23 13:56:06.264,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.3677409,-66.160466,2025-06-23 13:56:12.462,2025-06-23 13:56:45.817,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.3691439,-66.1583752,2025-06-23 13:57:08.018,2025-06-23 13:57:09.109,OK,,
Instagram,MOBILE,Publicacion,-17.3701413,-66.1562504,2025-06-23 13:57:26.142,2025-06-23 13:57:34.037,OK,,Desconocido
Instagram,MOBILE,Re_Video,-17.3701413,-66.1562504,2025-06-23 13:57:44.712,2025-06-23 13:58:01.370,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.3701413,-66.1562504,2025-06-23 13:58:11.807,2025-06-23 13:58:14.383,OK,,15C
Instagram,MOBILE,Ms_Foto,-17.3701413,-66.1562504,2025-06-23 13:58:21.120,2025-06-23 13:58:24.509,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.3704828,-66.1537864,2025-06-23 13:58:31.046,2025-06-23 13:59:02.159,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.3704828,-66.1537864,2025-06-23 13:59:23.301,2025-06-23 13:59:24.450,OK,,
Instagram,MOBILE,Publicacion,-17.371311,-66.152263,2025-06-23 13:59:43.819,2025-06-23 13:59:47.013,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.371311,-66.152263,2025-06-23 14:00:16.597,2025-06-23 14:00:17.759,OK,,
Instagram,MOBILE,Carga_Feed,-17.3723221,-66.149889,2025-06-23 14:00:58.297,2025-06-23 14:00:59.440,OK,,
Instagram,MOBILE,Publicacion,-17.3723221,-66.149889,2025-06-23 14:01:16.468,2025-06-23 14:01:24.461,OK,,Desconocido
Instagram,MOBILE,Re_Video,-17.3760768,-66.1498167,2025-06-23 14:01:35.291,2025-06-23 14:01:51.589,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.3760768,-66.1498167,2025-06-23 14:02:02.702,2025-06-23 14:02:08.950,OK,,15C
Instagram,MOBILE,Ms_Foto,-17.3760768,-66.1498167,2025-06-23 14:02:14.838,2025-06-23 14:02:19.784,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.3789743,-66.1516106,2025-06-23 14:02:25.616,2025-06-23 14:02:59.307,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.3789743,-66.1516106,2025-06-23 14:03:19.967,2025-06-23 14:03:35.184,Fail,Timeout,
Instagram,MOBILE,Carga_Feed,-17.3784121,-66.1568755,2025-06-23 14:04:45.877,2025-06-23 14:04:46.961,OK,,
Instagram,MOBILE,Carga_Feed,-17.3781849,-66.1570739,2025-06-23 14:05:55.079,2025-06-23 14:05:56.566,OK,,
Instagram,MOBILE,Publicacion,-17.3781849,-66.1570739,2025-06-23 14:06:13.237,2025-06-23 14:06:20.525,OK,,Desconocido
Instagram,MOBILE,Ms_Texto,-17.3779844,-66.1588938,2025-06-23 14:06:58.679,2025-06-23 14:07:01.269,OK,,15C
Instagram,MOBILE,Ms_Foto,-17.3779844,-66.1588938,2025-06-23 14:07:07.784,2025-06-23 14:07:10.806,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.3779844,-66.1588938,2025-06-23 14:07:16.950,2025-06-23 14:07:50.118,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.3778791,-66.1603418,2025-06-23 14:08:03.836,2025-06-23 14:08:07.510,OK,,
Instagram,MOBILE,Publicacion,-17.3785054,-66.1630418,2025-06-23 14:08:32.282,2025-06-23 14:08:39.944,OK,,Desconocido
Instagram,MOBILE,Re_Video,-17.3785054,-66.1630418,2025-06-23 14:08:50.908,2025-06-23 14:09:07.733,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.3785054,-66.1630418,2025-06-23 14:09:18.009,2025-06-23 14:09:27.827,Fail,Timeout,15C
Instagram,MOBILE,Ms_Foto,-17.378303,-66.167018,2025-06-23 14:09:34.166,2025-06-23 14:09:38.229,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.378303,-66.167018,2025-06-23 14:09:44.202,2025-06-23 14:10:16.821,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.3763313,-66.1713995,2025-06-23 14:10:40.338,2025-06-23 14:10:41.477,OK,,
Instagram,MOBILE,Publicacion,-17.3763313,-66.1713995,2025-06-23 14:10:58.392,2025-06-23 14:11:05.830,OK,,Desconocido
Instagram,MOBILE,Re_Video,-17.3763313,-66.1713995,2025-06-23 14:11:26.023,2025-06-23 14:11:42.890,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.3765248,-66.1744712,2025-06-23 14:11:52.272,2025-06-23 14:11:54.847,OK,,15C
Instagram,MOBILE,Ms_Foto,-17.3765248,-66.1744712,2025-06-23 14:12:01.224,2025-06-23 14:12:04.148,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.3765248,-66.1744712,2025-06-23 14:12:10.321,2025-06-23 14:12:42.842,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.3757054,-66.1782415,2025-06-23 14:12:55.671,2025-06-23 14:13:01.028,OK,,
Instagram,MOBILE,Publicacion,-17.3757054,-66.1782415,2025-06-23 14:13:23.861,2025-06-23 14:13:30.093,OK,,Desconocido
Instagram,MOBILE,Re_Video,-17.3745454,-66.1803405,2025-06-23 14:13:42.019,2025-06-23 14:13:58.075,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.3745454,-66.1803405,2025-06-23 14:14:09.128,2025-06-23 14:14:13.573,OK,,15C
Instagram,MOBILE,Ms_Foto,-17.3745454,-66.1803405,2025-06-23 14:14:20.059,2025-06-23 14:14:23.042,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.3715753,-66.1790665,2025-06-23 14:14:29.461,2025-06-23 14:14:58.954,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.3715753,-66.1790665,2025-06-23 14:15:12.735,2025-06-23 14:15:17.601,OK,,
Instagram,MOBILE,Publicacion,-17.3716829,-66.176026,2025-06-23 14:15:41.338,2025-06-23 14:15:47.449,OK,,Desconocido
Instagram,MOBILE,Re_Video,-17.3716829,-66.176026,2025-06-23 14:15:59.568,2025-06-23 14:16:15.482,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.3716829,-66.176026,2025-06-23 14:16:26.723,2025-06-23 14:16:29.198,OK,,15C
Instagram,MOBILE,Ms_Foto,-17.3719001,-66.1724648,2025-06-23 14:16:35.556,2025-06-23 14:16:38.593,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.3719001,-66.1724648,2025-06-23 14:16:46.186,2025-06-23 14:17:23.887,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.3721251,-66.1688522,2025-06-23 14:17:44.263,2025-06-23 14:17:45.406,OK,,
Instagram,MOBILE,Publicacion,-17.3721251,-66.1688522,2025-06-23 14:18:11.586,2025-06-23 14:18:17.916,OK,,Desconocido
Instagram,MOBILE,Re_Video,-17.3721941,-66.1669719,2025-06-23 14:18:29.886,2025-06-23 14:18:45.825,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.3721941,-66.1669719,2025-06-23 14:18:55.652,2025-06-23 14:18:58.167,OK,,15C
Instagram,MOBILE,Ms_Foto,-17.3721941,-66.1669719,2025-06-23 14:19:05.380,2025-06-23 14:19:08.452,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.3721941,-66.1669719,2025-06-23 14:19:14.811,2025-06-23 14:19:39.072,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.3723687,-66.164303,2025-06-23 14:19:59.937,2025-06-23 14:20:01.163,OK,,
Instagram,MOBILE,Publicacion,-17.3723687,-66.164303,2025-06-23 14:20:20.710,2025-06-23 14:20:28.330,OK,,Desconocido
Instagram,MOBILE,Ms_Texto,-17.3725396,-66.1628061,2025-06-23 14:21:06.272,2025-06-23 14:21:08.560,OK,,15C
Instagram,MOBILE,Ms_Foto,-17.3725396,-66.1628061,2025-06-23 14:21:15.086,2025-06-23 14:21:18.092,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.3725396,-66.1628061,2025-06-23 14:21:24.445,2025-06-23 14:21:57.702,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.3727923,-66.1589689,2025-06-23 14:22:21.213,2025-06-23 14:22:22.214,OK,,
Instagram,MOBILE,Publicacion,-17.3727923,-66.1589689,2025-06-23 14:22:39.260,2025-06-23 14:22:44.318,OK,,Desconocido
Instagram,MOBILE,Re_Video,-17.3747474,-66.1569579,2025-06-23 14:22:57.868,2025-06-23 14:23:13.931,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.3747474,-66.1569579,2025-06-23 14:23:24.926,2025-06-23 14:23:27.430,OK,,15C
Instagram,MOBILE,Ms_Foto,-17.3747474,-66.1569579,2025-06-23 14:23:34.009,2025-06-23 14:23:37.230,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.3747474,-66.1569579,2025-06-23 14:23:45.035,2025-06-23 14:24:06.568,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.3745851,-66.1580864,2025-06-23 14:24:27.389,2025-06-23 14:24:28.500,OK,,
Instagram,MOBILE,Publicacion,-17.3745851,-66.1580864,2025-06-23 14:24:45.713,2025-06-23 14:24:54.974,OK,,Desconocido
Instagram,MOBILE,Ms_Texto,-17.3721055,-66.1588709,2025-06-23 14:25:32.702,2025-06-23 14:25:35.127,OK,,15C
Instagram,MOBILE,Ms_Foto,-17.3721055,-66.1588709,2025-06-23 14:25:41.545,2025-06-23 14:25:44.590,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.3721055,-66.1588709,2025-06-23 14:25:50.671,2025-06-23 14:26:19.124,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.3687413,-66.1587899,2025-06-23 14:26:33.041,2025-06-23 14:26:38.060,OK,,
Instagram,MOBILE,Publicacion,-17.3662547,-66.1569912,2025-06-23 14:27:01.454,2025-06-23 14:27:05.853,OK,,Desconocido
Instagram,MOBILE,Re_Video,-17.3662547,-66.1569912,2025-06-23 14:27:19.650,2025-06-23 14:27:36.350,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.3662547,-66.1569912,2025-06-23 14:27:46.754,2025-06-23 14:27:49.454,OK,,15C
Instagram,MOBILE,Ms_Foto,-17.3662547,-66.1569912,2025-06-23 14:27:55.931,2025-06-23 14:27:59.403,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.3633076,-66.1555956,2025-06-23 14:28:05.628,2025-06-23 14:28:37.730,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.3633076,-66.1555956,2025-06-23 14:28:52.024,2025-06-23 14:28:57.993,OK,,
Instagram,MOBILE,Publicacion,-17.3633299,-66.1537201,2025-06-23 14:29:22.399,2025-06-23 14:29:28.714,OK,,Desconocido
Instagram,MOBILE,Re_Video,-17.3633299,-66.1537201,2025-06-23 14:29:42.296,2025-06-23 14:29:59.002,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.3649284,-66.1530687,2025-06-23 14:30:09.819,2025-06-23 14:30:12.113,OK,,15C
Instagram,MOBILE,Ms_Foto,-17.3649284,-66.1530687,2025-06-23 14:30:18.613,2025-06-23 14:30:21.626,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.3649284,-66.1530687,2025-06-23 14:30:27.686,2025-06-23 14:31:02.243,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.3667097,-66.1529626,2025-06-23 14:31:22.626,2025-06-23 14:31:23.729,OK,,
Instagram,MOBILE,Publicacion,-17.3667097,-66.1529626,2025-06-23 14:31:40.787,2025-06-23 14:31:49.331,OK,,Desconocido
Instagram,MOBILE,Re_Video,-17.3668956,-66.1512344,2025-06-23 14:32:08.238,2025-06-23 14:32:24.061,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.3668956,-66.1512344,2025-06-23 14:32:32.905,2025-06-23 14:32:35.141,OK,,15C
Instagram,MOBILE,Ms_Foto,-17.3668956,-66.1512344,2025-06-23 14:32:41.513,2025-06-23 14:32:44.740,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.3668956,-66.1512344,2025-06-23 14:32:51.286,2025-06-23 14:33:23.959,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.3675962,-66.1489503,2025-06-23 14:33:36.572,2025-06-23 14:33:40.747,OK,,
Instagram,MOBILE,Publicacion,-17.368836,-66.1448255,2025-06-23 14:34:04.698,2025-06-23 14:34:07.576,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.368836,-66.1448255,2025-06-23 14:34:37.855,2025-06-23 14:34:39.409,OK,,
Instagram,MOBILE,Publicacion,-17.368836,-66.1448255,2025-06-23 14:34:56.044,2025-06-23 14:34:59.701,OK,,Desconocido
Instagram,MOBILE,Ms_Texto,-17.3702756,-66.1421461,2025-06-23 14:35:33.227,2025-06-23 14:35:36.317,OK,,15C
Instagram,MOBILE,Ms_Foto,-17.3702756,-66.1421461,2025-06-23 14:35:42.634,2025-06-23 14:35:45.654,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.3702756,-66.1421461,2025-06-23 14:35:52.631,2025-06-23 14:36:23.293,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.371946,-66.1377655,2025-06-23 14:36:44.028,2025-06-23 14:36:45.185,OK,,
Instagram,MOBILE,Publicacion,-17.3733785,-66.1368754,2025-06-23 14:37:02.124,2025-06-23 14:37:16.023,OK,,Desconocido
Instagram,MOBILE,Re_Video,-17.3733785,-66.1368754,2025-06-23 14:37:29.798,2025-06-23 14:37:46.302,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.3733785,-66.1368754,2025-06-23 14:37:55.065,2025-06-23 14:37:57.298,OK,,15C
Instagram,MOBILE,Ms_Foto,-17.373718,-66.1398366,2025-06-23 14:38:03.918,2025-06-23 14:38:07.210,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.373718,-66.1398366,2025-06-23 14:38:14.888,2025-06-23 14:38:47.649,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.3733823,-66.1428099,2025-06-23 14:39:12.286,2025-06-23 14:39:13.469,OK,,
Instagram,MOBILE,Publicacion,-17.3733823,-66.1428099,2025-06-23 14:39:30.413,2025-06-23 14:39:40.388,OK,,Desconocido
Instagram,MOBILE,Re_Video,-17.3733823,-66.1428099,2025-06-23 14:39:57.796,2025-06-23 14:40:14.631,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.373726,-66.145804,2025-06-23 14:40:23.532,2025-06-23 14:40:23.598,Fail,No se encontró botón,15C
Instagram,MOBILE,Carga_Feed,-17.373726,-66.145804,2025-06-23 14:40:40.968,2025-06-23 14:40:42.136,OK,,
Instagram,MOBILE,Publicacion,-17.3732911,-66.1473442,2025-06-23 14:40:59.026,2025-06-23 14:41:07.272,OK,,Desconocido
Instagram,MOBILE,Re_Video,-17.3732911,-66.1473442,2025-06-23 14:41:26.682,2025-06-23 14:41:42.594,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.3732911,-66.1473442,2025-06-23 14:41:52.213,2025-06-23 14:41:54.701,OK,,15C
Instagram,MOBILE,Ms_Foto,-17.3731566,-66.1494773,2025-06-23 14:42:01.075,2025-06-23 14:42:04.256,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.3731566,-66.1494773,2025-06-23 14:42:10.515,2025-06-23 14:42:43.576,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.3731566,-66.1494773,2025-06-23 14:42:55.737,2025-06-23 14:43:00.861,OK,,
Instagram,MOBILE,Publicacion,-17.3731676,-66.1527019,2025-06-23 14:43:24.244,2025-06-23 14:43:30.627,OK,,Desconocido
Instagram,MOBILE,Re_Video,-17.3731676,-66.1527019,2025-06-23 14:43:42.380,2025-06-23 14:43:58.659,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.3744179,-66.1538478,2025-06-23 14:44:11.312,2025-06-23 14:44:14.061,OK,,15C
Instagram,MOBILE,Ms_Foto,-17.3744179,-66.1538478,2025-06-23 14:44:20.583,2025-06-23 14:44:23.701,OK,,Desconocido
Instagram,MOBILE,Ms_Video,-17.3744179,-66.1538478,2025-06-23 14:44:30.079,2025-06-23 14:45:01.658,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.3773886,-66.1540745,2025-06-23 14:45:22.510,2025-06-23 14:45:23.689,OK,,
Instagram,MOBILE,Publicacion,-17.3773886,-66.1540745,2025-06-23 14:45:40.884,2025-06-23 14:45:49.996,OK,,Desconocido
Instagram,MOBILE,Re_Video,-17.3782413,-66.1543874,2025-06-23 14:46:09.399,2025-06-23 14:46:25.404,OK,,0.0MB
