App,Red,tipo_variable,tipo_contenido,Lat. Inicio (inicio app o inicio envio_contenido),Long. Inicio (inicio app o inicio envio_contenido),fecha_hora_inicio_enviado,fecha_hora_fin_enviado,fecha_hora_inicio_entregado,fecha_hora_fin_entregado,Tamano archivo (MB),RESULTADO
Whatsapp,MOBILE,envio_contenido,texto,-17.3764176,-66.1566832,17/06/2025 14:20:42,17/06/2025 14:20:45,17/06/2025 14:20:45,17/06/2025 14:20:45,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3764176,-66.1566832,17/06/2025 14:20:51,17/06/2025 14:20:54,17/06/2025 14:20:54,17/06/2025 14:20:54,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3764176,-66.1566832,17/06/2025 14:21:00,17/06/2025 14:21:03,17/06/2025 14:21:03,17/06/2025 14:21:03,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3764176,-66.1566832,17/06/2025 14:21:10,17/06/2025 14:21:12,17/06/2025 14:21:12,17/06/2025 14:21:12,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3764176,-66.1566832,17/06/2025 14:21:47,17/06/2025 14:21:50,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3764176,-66.1566832,17/06/2025 14:21:57,17/06/2025 14:22:00,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3764176,-66.1566832,17/06/2025 14:22:07,17/06/2025 14:22:09,17/06/2025 14:22:09,17/06/2025 14:22:09,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3764176,-66.1566832,17/06/2025 14:22:16,17/06/2025 14:22:18,17/06/2025 14:22:18,17/06/2025 14:22:18,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3764176,-66.1566832,17/06/2025 14:22:25,17/06/2025 14:22:27,17/06/2025 14:22:27,17/06/2025 14:22:27,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3764176,-66.1566832,17/06/2025 14:22:34,17/06/2025 14:22:37,17/06/2025 14:22:37,17/06/2025 14:22:37,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3764176,-66.1566832,17/06/2025 14:23:12,17/06/2025 14:23:15,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3764176,-66.1566832,17/06/2025 14:23:22,17/06/2025 14:23:25,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3764176,-66.1566832,17/06/2025 14:23:32,17/06/2025 14:23:34,17/06/2025 14:23:34,17/06/2025 14:23:34,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3764176,-66.1566832,17/06/2025 14:23:41,17/06/2025 14:23:43,17/06/2025 14:23:43,17/06/2025 14:23:43,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3764176,-66.1566832,17/06/2025 14:23:50,17/06/2025 14:23:52,17/06/2025 14:23:52,17/06/2025 14:23:52,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3764176,-66.1566832,17/06/2025 14:23:59,17/06/2025 14:24:01,17/06/2025 14:24:01,17/06/2025 14:24:01,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3764176,-66.1566832,17/06/2025 14:24:36,17/06/2025 14:24:39,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3764176,-66.1566832,17/06/2025 14:24:47,17/06/2025 14:24:49,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3764176,-66.1566832,17/06/2025 14:24:57,17/06/2025 14:24:59,17/06/2025 14:24:59,17/06/2025 14:24:59,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3764176,-66.1566832,17/06/2025 14:25:06,17/06/2025 14:25:09,17/06/2025 14:25:09,17/06/2025 14:25:09,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3764176,-66.1566832,17/06/2025 14:25:15,17/06/2025 14:25:17,17/06/2025 14:25:17,17/06/2025 14:25:17,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3764176,-66.1566832,17/06/2025 14:25:24,17/06/2025 14:25:27,17/06/2025 14:25:27,17/06/2025 14:25:27,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3764176,-66.1566832,17/06/2025 14:26:01,17/06/2025 14:26:04,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3764176,-66.1566832,17/06/2025 14:26:12,17/06/2025 14:26:20,,,n/a,Timeout
Whatsapp,MOBILE,envio_contenido,texto,-17.3764176,-66.1566832,17/06/2025 14:26:27,17/06/2025 14:26:29,17/06/2025 14:26:29,17/06/2025 14:26:29,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3764176,-66.1566832,17/06/2025 14:26:36,17/06/2025 14:26:39,17/06/2025 14:26:39,17/06/2025 14:26:39,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3764176,-66.1566832,17/06/2025 14:26:45,17/06/2025 14:26:47,17/06/2025 14:26:47,17/06/2025 14:26:47,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3764176,-66.1566832,17/06/2025 14:26:55,17/06/2025 14:26:57,17/06/2025 14:26:57,17/06/2025 14:26:57,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3764176,-66.1566832,17/06/2025 14:27:31,17/06/2025 14:27:34,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3764176,-66.1566832,17/06/2025 14:27:42,17/06/2025 14:27:45,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3764176,-66.1566832,17/06/2025 14:27:52,17/06/2025 14:27:54,17/06/2025 14:27:54,17/06/2025 14:27:54,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3764176,-66.1566832,17/06/2025 14:28:01,17/06/2025 14:28:03,17/06/2025 14:28:03,17/06/2025 14:28:03,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3764176,-66.1566832,17/06/2025 14:28:11,17/06/2025 14:28:13,17/06/2025 14:28:13,17/06/2025 14:28:13,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3764176,-66.1566832,17/06/2025 14:28:20,17/06/2025 14:28:23,17/06/2025 14:28:23,17/06/2025 14:28:23,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3764176,-66.1566832,17/06/2025 14:28:57,17/06/2025 14:29:00,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3764176,-66.1566832,17/06/2025 14:29:07,17/06/2025 14:29:10,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3764176,-66.1566832,17/06/2025 14:29:19,17/06/2025 14:29:21,17/06/2025 14:29:21,17/06/2025 14:29:21,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3764176,-66.1566832,17/06/2025 14:29:28,17/06/2025 14:29:30,17/06/2025 14:29:30,17/06/2025 14:29:30,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3764176,-66.1566832,17/06/2025 14:29:37,17/06/2025 14:29:39,17/06/2025 14:29:39,17/06/2025 14:29:39,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3764176,-66.1566832,17/06/2025 14:29:46,17/06/2025 14:29:49,17/06/2025 14:29:49,17/06/2025 14:29:49,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3764176,-66.1566832,17/06/2025 14:30:23,17/06/2025 14:30:26,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3764176,-66.1566832,17/06/2025 14:30:33,17/06/2025 14:30:36,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3764176,-66.1566832,17/06/2025 14:30:43,17/06/2025 14:30:46,17/06/2025 14:30:46,17/06/2025 14:30:46,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3764176,-66.1566832,17/06/2025 14:30:53,17/06/2025 14:30:55,17/06/2025 14:30:55,17/06/2025 14:30:55,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3764176,-66.1566832,17/06/2025 14:31:02,17/06/2025 14:31:04,17/06/2025 14:31:04,17/06/2025 14:31:04,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3764176,-66.1566832,17/06/2025 14:31:11,17/06/2025 14:31:14,17/06/2025 14:31:14,17/06/2025 14:31:14,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3764176,-66.1566832,17/06/2025 14:31:48,17/06/2025 14:31:51,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3764176,-66.1566832,17/06/2025 14:31:58,17/06/2025 14:32:01,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3764176,-66.1566832,17/06/2025 14:32:09,17/06/2025 14:32:11,17/06/2025 14:32:11,17/06/2025 14:32:11,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3764176,-66.1566832,17/06/2025 14:32:18,17/06/2025 14:32:20,17/06/2025 14:32:20,17/06/2025 14:32:20,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3764176,-66.1566832,17/06/2025 14:32:27,17/06/2025 14:32:29,17/06/2025 14:32:29,17/06/2025 14:32:29,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3764176,-66.1566832,17/06/2025 14:32:36,17/06/2025 14:32:38,17/06/2025 14:32:38,17/06/2025 14:32:38,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3764176,-66.1566832,17/06/2025 14:33:13,17/06/2025 14:33:16,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3764176,-66.1566832,17/06/2025 14:33:23,17/06/2025 14:33:26,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3764176,-66.1566832,17/06/2025 14:33:33,17/06/2025 14:33:35,17/06/2025 14:33:35,17/06/2025 14:33:35,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3764176,-66.1566832,17/06/2025 14:33:42,17/06/2025 14:33:44,17/06/2025 14:33:44,17/06/2025 14:33:44,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3764176,-66.1566832,17/06/2025 14:33:51,17/06/2025 14:33:52,17/06/2025 14:33:52,17/06/2025 14:33:52,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3764176,-66.1566832,17/06/2025 14:33:59,17/06/2025 14:34:01,17/06/2025 14:34:01,17/06/2025 14:34:01,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3764176,-66.1566832,17/06/2025 14:34:32,17/06/2025 14:34:36,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3764176,-66.1566832,17/06/2025 14:34:43,17/06/2025 14:34:45,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3764176,-66.1566832,17/06/2025 14:34:53,17/06/2025 14:34:55,17/06/2025 14:34:55,17/06/2025 14:34:55,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3764176,-66.1566832,17/06/2025 14:35:01,17/06/2025 14:35:03,17/06/2025 14:35:03,17/06/2025 14:35:03,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3764176,-66.1566832,17/06/2025 14:35:10,17/06/2025 14:35:12,17/06/2025 14:35:12,17/06/2025 14:35:12,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3764176,-66.1566832,17/06/2025 14:35:19,17/06/2025 14:35:21,17/06/2025 14:35:21,17/06/2025 14:35:21,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3764176,-66.1566832,17/06/2025 14:36:00,17/06/2025 14:36:03,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3764176,-66.1566832,17/06/2025 14:36:11,17/06/2025 14:36:14,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3764176,-66.1566832,17/06/2025 14:36:21,17/06/2025 14:36:23,17/06/2025 14:36:23,17/06/2025 14:36:23,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3764176,-66.1566832,17/06/2025 14:36:30,17/06/2025 14:36:33,17/06/2025 14:36:33,17/06/2025 14:36:33,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3764176,-66.1566832,17/06/2025 14:36:40,17/06/2025 14:36:42,17/06/2025 14:36:42,17/06/2025 14:36:42,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3764176,-66.1566832,17/06/2025 14:36:49,17/06/2025 14:36:51,17/06/2025 14:36:51,17/06/2025 14:36:51,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3764176,-66.1566832,17/06/2025 14:37:25,17/06/2025 14:37:28,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3764176,-66.1566832,17/06/2025 14:37:36,17/06/2025 14:37:39,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3764176,-66.1566832,17/06/2025 14:37:46,17/06/2025 14:37:48,17/06/2025 14:37:48,17/06/2025 14:37:48,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3764176,-66.1566832,17/06/2025 14:37:55,17/06/2025 14:37:57,17/06/2025 14:37:57,17/06/2025 14:37:57,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3764176,-66.1566832,17/06/2025 14:38:04,17/06/2025 14:38:06,17/06/2025 14:38:06,17/06/2025 14:38:06,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3764176,-66.1566832,17/06/2025 14:38:12,17/06/2025 14:38:15,17/06/2025 14:38:15,17/06/2025 14:38:15,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3764176,-66.1566832,17/06/2025 14:38:49,17/06/2025 14:38:52,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3764176,-66.1566832,17/06/2025 14:39:00,17/06/2025 14:39:08,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3764176,-66.1566832,17/06/2025 14:39:15,17/06/2025 14:39:17,17/06/2025 14:39:17,17/06/2025 14:39:17,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3764176,-66.1566832,17/06/2025 14:39:24,17/06/2025 14:39:26,17/06/2025 14:39:26,17/06/2025 14:39:26,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3764176,-66.1566832,17/06/2025 14:39:33,17/06/2025 14:39:36,17/06/2025 14:39:36,17/06/2025 14:39:36,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3764176,-66.1566832,17/06/2025 14:39:43,17/06/2025 14:39:45,17/06/2025 14:39:45,17/06/2025 14:39:45,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3764176,-66.1566832,17/06/2025 14:40:19,17/06/2025 14:40:22,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3764176,-66.1566832,17/06/2025 14:40:30,17/06/2025 14:40:33,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3764176,-66.1566832,17/06/2025 14:40:40,17/06/2025 14:40:42,17/06/2025 14:40:42,17/06/2025 14:40:42,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3764176,-66.1566832,17/06/2025 14:40:50,17/06/2025 14:40:52,17/06/2025 14:40:52,17/06/2025 14:40:52,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3764176,-66.1566832,17/06/2025 14:40:59,17/06/2025 14:41:01,17/06/2025 14:41:01,17/06/2025 14:41:01,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3764176,-66.1566832,17/06/2025 14:41:08,17/06/2025 14:41:10,17/06/2025 14:41:10,17/06/2025 14:41:10,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3764176,-66.1566832,17/06/2025 14:41:44,17/06/2025 14:41:47,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3764176,-66.1566832,17/06/2025 14:41:55,17/06/2025 14:41:58,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3764176,-66.1566832,17/06/2025 14:42:05,17/06/2025 14:42:07,17/06/2025 14:42:07,17/06/2025 14:42:07,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3764176,-66.1566832,17/06/2025 14:42:14,17/06/2025 14:42:17,17/06/2025 14:42:17,17/06/2025 14:42:17,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3764176,-66.1566832,17/06/2025 14:42:24,17/06/2025 14:42:26,17/06/2025 14:42:26,17/06/2025 14:42:26,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3764176,-66.1566832,17/06/2025 14:42:33,17/06/2025 14:42:35,17/06/2025 14:42:35,17/06/2025 14:42:35,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3764176,-66.1566832,17/06/2025 14:43:10,17/06/2025 14:43:13,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3764176,-66.1566832,17/06/2025 14:43:20,17/06/2025 14:43:23,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3764176,-66.1566832,17/06/2025 14:43:30,17/06/2025 14:43:32,17/06/2025 14:43:32,17/06/2025 14:43:32,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3764176,-66.1566832,17/06/2025 14:43:39,17/06/2025 14:43:41,17/06/2025 14:43:41,17/06/2025 14:43:41,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3764176,-66.1566832,17/06/2025 14:43:48,17/06/2025 14:43:50,17/06/2025 14:43:50,17/06/2025 14:43:50,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3764176,-66.1566832,17/06/2025 14:43:57,17/06/2025 14:43:59,17/06/2025 14:43:59,17/06/2025 14:43:59,1.2,Entregado
