App,Red,tipo_variable,tipo_contenido,Lat. Inicio (inicio app o inicio envio_contenido),Long. Inicio (inicio app o inicio envio_contenido),fecha_hora_inicio_enviado,fecha_hora_fin_enviado,fecha_hora_inicio_entregado,fecha_hora_fin_entregado,Tamano archivo (MB),RESULTADO
Whatsapp,MOBILE,envio_contenido,documento,-17.372771,-66.1494078,23/06/2025 14:01:13,23/06/2025 14:01:15,23/06/2025 14:01:15,23/06/2025 14:01:15,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.376936,-66.1497977,23/06/2025 14:01:45,23/06/2025 14:01:48,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.376936,-66.1497977,23/06/2025 14:01:55,23/06/2025 14:02:04,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.376936,-66.1497977,23/06/2025 14:02:12,23/06/2025 14:02:14,23/06/2025 14:02:14,23/06/2025 14:02:14,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.376936,-66.1497977,23/06/2025 14:02:22,23/06/2025 14:02:24,23/06/2025 14:02:24,23/06/2025 14:02:24,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.376936,-66.1497977,23/06/2025 14:02:31,23/06/2025 14:02:33,23/06/2025 14:02:33,23/06/2025 14:02:33,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3791552,-66.1522477,23/06/2025 14:02:40,23/06/2025 14:02:42,23/06/2025 14:02:42,23/06/2025 14:02:42,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3791552,-66.1522477,23/06/2025 14:03:12,23/06/2025 14:03:15,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3791552,-66.1522477,23/06/2025 14:03:23,23/06/2025 14:03:26,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3791552,-66.1522477,23/06/2025 14:03:34,23/06/2025 14:03:36,n/a,n/a,0.0,Timeout
Whatsapp,MOBILE,envio_contenido,imagen,-17.3801462,-66.1568859,23/06/2025 14:03:50,23/06/2025 14:03:52,23/06/2025 14:03:57,23/06/2025 14:03:57,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3801462,-66.1568859,23/06/2025 14:04:04,23/06/2025 14:04:06,23/06/2025 14:04:06,23/06/2025 14:04:06,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3801462,-66.1568859,23/06/2025 14:04:13,23/06/2025 14:04:16,23/06/2025 14:04:16,23/06/2025 14:04:16,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3782961,-66.1569736,23/06/2025 14:05:46,23/06/2025 14:05:50,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3782961,-66.1569736,23/06/2025 14:05:58,23/06/2025 14:06:02,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3782961,-66.1569736,23/06/2025 14:06:10,23/06/2025 14:06:13,23/06/2025 14:06:13,23/06/2025 14:06:13,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3782961,-66.1569736,23/06/2025 14:06:22,23/06/2025 14:06:23,23/06/2025 14:06:23,23/06/2025 14:06:23,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3782961,-66.1569736,23/06/2025 14:06:30,23/06/2025 14:06:39,23/06/2025 14:06:39,23/06/2025 14:06:39,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3779865,-66.1591767,23/06/2025 14:06:47,23/06/2025 14:06:49,23/06/2025 14:06:49,23/06/2025 14:06:49,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3779865,-66.1591767,23/06/2025 14:07:19,23/06/2025 14:07:22,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3779865,-66.1591767,23/06/2025 14:07:30,23/06/2025 14:07:32,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3779338,-66.1604956,23/06/2025 14:07:40,23/06/2025 14:07:42,23/06/2025 14:07:43,23/06/2025 14:07:43,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3779338,-66.1604956,23/06/2025 14:07:51,23/06/2025 14:07:53,23/06/2025 14:07:53,23/06/2025 14:07:53,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3779338,-66.1604956,23/06/2025 14:08:00,23/06/2025 14:08:02,23/06/2025 14:08:02,23/06/2025 14:08:02,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3779338,-66.1604956,23/06/2025 14:08:10,23/06/2025 14:08:12,23/06/2025 14:08:12,23/06/2025 14:08:12,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3787453,-66.1636395,23/06/2025 14:08:42,23/06/2025 14:08:45,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3787453,-66.1636395,23/06/2025 14:08:52,23/06/2025 14:09:01,,,n/a,Timeout
Whatsapp,MOBILE,envio_contenido,texto,-17.3787453,-66.1636395,23/06/2025 14:09:09,23/06/2025 14:09:11,23/06/2025 14:09:13,23/06/2025 14:09:13,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3787453,-66.1636395,23/06/2025 14:09:20,n/a,n/a,n/a,3.3,Timeout
Whatsapp,MOBILE,envio_contenido,video,-17.3781794,-66.1677155,23/06/2025 14:09:38,23/06/2025 14:09:40,23/06/2025 14:09:40,23/06/2025 14:09:40,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3781794,-66.1677155,23/06/2025 14:09:48,23/06/2025 14:09:50,23/06/2025 14:09:50,23/06/2025 14:09:50,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3781794,-66.1677155,23/06/2025 14:10:20,23/06/2025 14:10:23,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3781794,-66.1677155,23/06/2025 14:10:31,23/06/2025 14:10:33,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3762754,-66.1718653,23/06/2025 14:10:42,23/06/2025 14:10:44,23/06/2025 14:10:45,23/06/2025 14:10:45,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3762754,-66.1718653,23/06/2025 14:10:53,23/06/2025 14:10:55,23/06/2025 14:10:55,23/06/2025 14:10:55,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3762754,-66.1718653,23/06/2025 14:11:03,23/06/2025 14:11:05,23/06/2025 14:11:05,23/06/2025 14:11:05,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3762754,-66.1718653,23/06/2025 14:11:12,23/06/2025 14:11:14,23/06/2025 14:11:14,23/06/2025 14:11:14,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3763426,-66.1752018,23/06/2025 14:11:44,23/06/2025 14:11:47,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3763426,-66.1752018,23/06/2025 14:11:55,23/06/2025 14:11:58,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3763426,-66.1752018,23/06/2025 14:12:06,23/06/2025 14:12:08,23/06/2025 14:12:12,23/06/2025 14:12:12,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3763426,-66.1752018,23/06/2025 14:12:20,23/06/2025 14:12:22,23/06/2025 14:12:22,23/06/2025 14:12:22,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3763426,-66.1752018,23/06/2025 14:12:29,23/06/2025 14:12:31,23/06/2025 14:12:31,23/06/2025 14:12:31,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3761363,-66.1782215,23/06/2025 14:12:38,23/06/2025 14:12:40,23/06/2025 14:12:40,23/06/2025 14:12:40,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3761363,-66.1782215,23/06/2025 14:13:11,23/06/2025 14:13:15,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3761363,-66.1782215,23/06/2025 14:13:22,23/06/2025 14:13:25,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3761363,-66.1782215,23/06/2025 14:13:33,23/06/2025 14:13:35,23/06/2025 14:13:35,23/06/2025 14:13:35,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3738794,-66.1804512,23/06/2025 14:13:43,23/06/2025 14:13:45,23/06/2025 14:13:45,23/06/2025 14:13:45,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3738794,-66.1804512,23/06/2025 14:13:53,23/06/2025 14:13:59,23/06/2025 14:13:59,23/06/2025 14:13:59,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3738794,-66.1804512,23/06/2025 14:14:05,23/06/2025 14:14:07,23/06/2025 14:14:08,23/06/2025 14:14:08,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3715314,-66.1786999,23/06/2025 14:14:39,23/06/2025 14:14:42,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3715314,-66.1786999,23/06/2025 14:14:49,23/06/2025 14:14:58,,,n/a,Timeout
Whatsapp,MOBILE,envio_contenido,texto,-17.3715314,-66.1786999,23/06/2025 14:15:06,23/06/2025 14:15:08,23/06/2025 14:15:10,23/06/2025 14:15:10,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3715314,-66.1786999,23/06/2025 14:15:17,23/06/2025 14:15:19,23/06/2025 14:15:19,23/06/2025 14:15:19,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3715314,-66.1786999,23/06/2025 14:15:26,23/06/2025 14:15:28,23/06/2025 14:15:28,23/06/2025 14:15:28,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3715314,-66.1786999,23/06/2025 14:15:36,23/06/2025 14:15:38,23/06/2025 14:15:38,23/06/2025 14:15:38,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3716699,-66.1759943,23/06/2025 14:16:08,23/06/2025 14:16:11,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3716699,-66.1759943,23/06/2025 14:16:19,23/06/2025 14:16:21,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3716699,-66.1759943,23/06/2025 14:16:29,23/06/2025 14:16:31,23/06/2025 14:16:31,23/06/2025 14:16:31,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3719379,-66.1721371,23/06/2025 14:16:39,23/06/2025 14:16:41,23/06/2025 14:16:41,23/06/2025 14:16:41,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3719379,-66.1721371,23/06/2025 14:16:48,23/06/2025 14:16:50,23/06/2025 14:16:50,23/06/2025 14:16:50,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3719379,-66.1721371,23/06/2025 14:16:57,23/06/2025 14:16:59,23/06/2025 14:16:59,23/06/2025 14:16:59,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3719379,-66.1721371,23/06/2025 14:17:29,23/06/2025 14:17:32,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3719379,-66.1721371,23/06/2025 14:17:40,23/06/2025 14:17:42,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3721533,-66.1687895,23/06/2025 14:17:50,23/06/2025 14:17:52,23/06/2025 14:17:54,23/06/2025 14:17:54,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3721533,-66.1687895,23/06/2025 14:18:02,23/06/2025 14:18:04,23/06/2025 14:18:04,23/06/2025 14:18:04,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3721533,-66.1687895,23/06/2025 14:18:12,23/06/2025 14:18:14,23/06/2025 14:18:14,23/06/2025 14:18:14,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3721533,-66.1687895,23/06/2025 14:18:22,23/06/2025 14:18:24,23/06/2025 14:18:24,23/06/2025 14:18:24,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3722724,-66.1666317,23/06/2025 14:18:54,23/06/2025 14:18:58,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.3722724,-66.1666317,23/06/2025 14:19:05,23/06/2025 14:19:10,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3722724,-66.1666317,23/06/2025 14:19:18,23/06/2025 14:19:19,23/06/2025 14:19:21,23/06/2025 14:19:21,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3722724,-66.1666317,23/06/2025 14:19:29,23/06/2025 14:19:31,23/06/2025 14:19:31,23/06/2025 14:19:31,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.372504,-66.1639529,23/06/2025 14:19:39,23/06/2025 14:19:41,23/06/2025 14:19:41,23/06/2025 14:19:41,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.372504,-66.1639529,23/06/2025 14:19:47,23/06/2025 14:19:49,23/06/2025 14:19:49,23/06/2025 14:19:49,1.2,Entregado
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.372504,-66.1639529,23/06/2025 14:20:19,23/06/2025 14:20:23,n/a,n/a,n/a,APP cargada
Whatsapp,MOBILE,envio_contenido,estado,-17.372504,-66.1639529,23/06/2025 14:20:30,23/06/2025 14:20:33,,,n/a,Entregado
Whatsapp,MOBILE,envio_contenido,texto,-17.3726162,-66.162803,23/06/2025 14:20:41,23/06/2025 14:20:44,23/06/2025 14:20:44,23/06/2025 14:20:44,0.0,Entregado
Whatsapp,MOBILE,envio_contenido,imagen,-17.3726162,-66.162803,23/06/2025 14:20:52,23/06/2025 14:20:54,23/06/2025 14:20:54,23/06/2025 14:20:54,3.3,Entregado
Whatsapp,MOBILE,envio_contenido,video,-17.3726162,-66.162803,23/06/2025 14:21:01,23/06/2025 14:21:03,23/06/2025 14:21:03,23/06/2025 14:21:03,14.0,Entregado
Whatsapp,MOBILE,envio_contenido,documento,-17.3726162,-66.162803,23/06/2025 14:21:10,n/a,n/a,n/a,1.2,Timeout
Whatsapp,MOBILE,tiempo_carga_app,n/a,-17.3726391,-66.1595697,23/06/2025 14:21:50,23/06/2025 14:21:53,n/a,n/a,n/a,APP cargada
